0,1,10
1,2,10
1,49,10
2,3,20
3,4,25
3,45,10
4,5,30
5,6,15
6,7,5
6,44,10
7,8,10
8,9,30
8,44,5
9,10,20
9,53,11
10,11,15
10,56,11
11,12,10
11,57,10
12,13,20
12,58,10
13,14,10
14,15,10
15,16,10
16,17,10
17,18,20
18,19,15
19,20,10
20,21,20
21,22,30
22,23,5
22,60,10
23,24,10
24,25,10
25,26,5
26,27,15
27,28,10
27,48,15
28,29,25
29,30,30
29,48,14
30,31,15
31,32,20
32,33,10
32,47,10
33,34,20
33,46,10
34,35,10
35,36,10
36,37,15
36,46,30
37,38,18
37,52,25
38,39,20
38,51,10
39,40,10
39,49,10
40,41,20
41,42,5
41,45,10
42,43,15
43,44,10
43,53,30
44,45,20
46,47,10
47,48,55
49,50,15
50,51,5
51,52,10
53,54,10
54,55,10
55,56,10
56,57,10
57,58,10
58,59,5
59,60,10
